ID,Family name,Title,Personal name,Age,Department/Class,Passenger/Crew,Citizenship,Position,Status,City,Adult/Minor,Sex
1120,PURSE,Mrs.,Reginald (Gertrude Alice),,Second,Passenger,British,,Married,Chattanooga,Adult,Female
1121,PYE,Mrs.,William Samuel (Charlotte Lillian),28,Second,Passenger,British,,Married,Edmonton,Adult,Female
1122,PYE,Miss,Marjorie,18,Second,Passenger,British,,Single,Edmonton,Infant,Female
1123,READDIE,Mr.,James Robert,29,Second,Passenger,British,,,Brooklyn,Adult,Male
1124,REID,Mr.,Peter,,Second,Passenger,British,,,Little Rock,Adult,Male
1125,RICHARDS,Mr.,Thomas Henry,40,Second,Passenger,USA,,Married,Meaderville,Adult,Male
1126,RICHARDS,Master,Cecil Harry,4,Second,Passenger,USA,,Single,Meaderville,Minor,Male
1127,RICHARDS,Master,Thomas Percy,7,Second,Passenger,British,,Single,Meaderville,Minor,Male
1128,RICHARDS,Mrs.,"Thomas Henry (Phillippa ""Phyllis"" Conner)",38,Second,Passenger,British,,Married,Meaderville,Adult,Female
1129,RICHARDS,Miss,Dora Millicent,18,Second,Passenger,USA,,Single,Meaderville,Infant,Female
1130,RICHARDSON,Mrs.,James (Annie),39,Second,Passenger,British,,Married,Philadelphia,Adult,Female
1131,RITCHIE,Mr.,William Joss,,Second,Passenger,British,,,Winnipeg,Adult,Male
1132,ROBERTSON,Mr.,Andrew,,Second,Passenger,British,,,New Orleans,Adult,Male
1133,ROBINSON,Mr.,Thomas H.,,Second,Passenger,British,,Married,Vancouver,Adult,Male
1134,ROBINSON,Mrs.,Thomas H. (Edith),,Second,Passenger,British,,Married,Vancouver,Adult,Female
1135,ROBSON,Mr.,Kenneth Hamilton Stewart,29,Second,Passenger,British,,,Mount Vernon,Adult,Male
1136,ROBSON,Miss,Annie,30,Second,Passenger,British,,,Mount Vernon,Adult,Female
1137,ROGERS,Miss,Elizabeth (sister of Sarah Fish),,Second,Passenger,British,,Single,Toronto,Adult,Female
1138,ROGERS,Mr.,Richard James,41,Second,Passenger,British,,,Toronto,Adult,Male
1139,ROLFE,Mr.,George Sommerville,31,Second,Passenger,British,,,Hamilton,Adult,Male
1140,ROONEY,Miss,Mary,,Second,Passenger,British,,Single,Brooklyn,Adult,Female
1141,ROSE,Mr.,Fred J.,,Second,Passenger,British,,,New York,Adult,Male
1142,ROWELL,Mr.,Thomas Reuben,,Second,Passenger,British,,,New York,Adult,Male
1143,RYAN,Miss,Mary,,Second,Passenger,British,,Single,New York,Adult,Female
1144,SALT,Mr.,Henry Jordan,37,Second,Passenger,USA,,Married,Boston,Adult,Male
1145,SAMOULESCU,Mr.,David (Dave Samuels),36,Second,Passenger,USA,,,New York,Adult,Male
1146,SANDELLS,Mr.,Thomas,50,Second,Passenger,British,,,Winnipeg,Adult,Male
1147,SCOTT,Mr.,George,27,Second,Passenger,British,,,Toronto,Adult,Male
1148,SCRIMGEOUR,Mr.,William,,Second,Passenger,British,,,New York,Adult,Male
1149,SECCHI,Mrs.,Herbert (Edith Helen West),35,Second,Passenger,British,,Married,New York,Adult,Female
1150,SEMOURS,Mr.,Charles T.,,Second,Passenger,British,,,Buffalo,Adult,Male
1151,SEMPLE,Master,John,,Second,Passenger,British,,Single,Toronto,Infant,Male
1152,SEMPLE,Mrs.,Andrew (Agnes Gilmour),29,Second,Passenger,British,,Married,Toronto,Adult,Female
1153,SHAW,Miss,Emily,32,Second,Passenger,British,,Single,Winnipeg,Adult,Female
1154,SHINEMAN,Mr.,James W.,29,Second,Passenger,USA,,Married,Oil City,Adult,Male
1155,SHINEMAN,Mrs.,James W. (Margaret McKenzie),,Second,Passenger,USA,,Married,Oil City,Adult,Female
1156,SIMPSON,Reverend,Henry Wood,37,Second,Passenger,British,,,Roseland,Adult,Male
1157,SLATER,Mr.,Frank William,,Second,Passenger,British,,,New York,Adult,Male
1158,SLATTERY,Mr.,Patrick John,27,Second,Passenger,USA,,,New York,Adult,Male
1159,SMART,Mr.,George Mercer,,Second,Passenger,British,,,Vancouver,Adult,Male
1160,SMITH,Miss,Helen,6,Second,Passenger,British,,Single,Ellwood City,Minor,Female
1161,SMITH,Mr.,George Arthur,32,Second,Passenger,British,,,Rochester,Adult,Male
1162,SMITH,Mr.,Albert R.,35,Second,Passenger,British,,Married,New York,Adult,Male
1163,SMITH,Mr.,Alfred F.,,Second,Passenger,British,,Married,Ellwood City,Adult,Male
1164,SMITH,Mr.,David J.,,Second,Passenger,British,,,,Adult,Male
1165,SMITH,Mr.,Harry,,Second,Passenger,British,,,Toronto,Adult,Male
1166,SMITH,Master,Hubert,6,Second,Passenger,British,,Single,Ellwood City,Infant,Male
1167,SMITH,Mrs.,Albert R. (Gladys E.),31,Second,Passenger,British,,Married,New York,Adult,Female
1168,SMITH,Mrs.,Alfred F. (Elizabeth A. Jones),,Second,Passenger,British,,Married,Ellwood City,Adult,Female
1169,SMITH,Miss,Sarah,,Second,Passenger,British,,,St  Thomas,Adult,Female
1170,SMITH,Miss,Dorothy,,Second,Passenger,British,,Single,New York,Infant,Female
1171,SORENSON,Mr.,Soren,33,Second,Passenger,British,,,Edmonton,Adult,Male
1172,SPILLMAN,Mr.,John Bowen,33,Second,Passenger,British,,Married,Wyandotte,Adult,Male
1173,SPILLMAN,Mrs.,John Bowen (Eliza),,Second,Passenger,British,,Married,Wyandotte,Adult,Female
1174,STANLEY,Mr.,Henry William,,Second,Passenger,British,,,Trenton,Adult,Male
1175,STEVENS,Mr.,Charles Henry,57,Second,Passenger,USA,,Married,Atlantic City,Adult,Male
1176,STEVENSON,Mrs.,William (Janet M. Wallace),,Second,Passenger,British,,Married,Cleveland,Adult,Female
1177,STEVENSON,Miss,Elizabeth P.,,Second,Passenger,British,,Single,Cleveland,Infant,Female
1178,STEWART,Master,John Knox,5,Second,Passenger,British,,Single,Toronto,Infant,Male
1179,STEWART,Mrs.,James (Christina Knox?),30,Second,Passenger,British,,Married,Toronto,Adult,Female
1180,STOKES,Mr.,"George Edward ""Ted""",,Second,Passenger,British,,Married,Victoria,Adult,Male
1181,STOKES,Master,William,2,Second,Passenger,British,,Single,Victoria,Minor,Male
1182,STOKES,Mrs.,George Edward (Mabel Elliott),,Second,Passenger,British,,Married,Victoria,Adult,Female
1183,STONES,Mr.,Norman,28,Second,Passenger,British,,Married,Texada Island,Adult,Male
1184,STONES,Mrs.,Norman (Hilda Mary Joy),29,Second,Passenger,British,,Married,Texada Island,Adult,Female
1185,STORCH,Mr.,Walter Reinhold,29,Second,Passenger,British,,,San Francisco,Adult,Male
1186,STROUD,Mr.,Edwin Percy Wallace,38,Second,Passenger,British,,Married, New York  ,Adult,Male
1187,STROUD,Mrs.,Edwin Percy Wallace (Constance Eda Simpson),31,Second,Passenger,British,,Married, New York  ,Adult,Female
1188,STROUD,Miss,Helen,3,Second,Passenger,British,,Single, New York  ,Minor,Female
1189,SULLIVAN,Mr.,George,,Second,Passenger,British,,Married,Groton,Adult,Male
1190,SULLIVAN,Mrs.,George (Emily),,Second,Passenger,British,,Married,Groton,Adult,Female
1191,SULLIVAN (O'Sullivan),Mr.,Florence,26,Second,Passenger,British,,Married,New York,Adult,Male
1192,SULLIVAN (O'Sullivan),Mrs.,Florence (Julia O'Neill),25,Second,Passenger,British,,Married,New York,Adult,Female
1193,SUMNER,Mr.,Thomas,,Second,Passenger,British,,,Quincy,Adult,Male
1194,SURMAN,Mrs.,Henry George (Mabel Annie Bird),,Second,Passenger,British,,Married,Princeton,Adult,Female
1195,SUTHERST,Mr.,Thomas,,Second,Passenger,British,,,,Adult,Male
1196,SWEENEY,Mr.,John Martin,,Second,Passenger,USA,,,Watertown,Adult,Male
1197,SWEET,Mr.,Frank Harold,22,Second,Passenger,British,,,Toronto,Adult,Male
1198,TAFT,Mr.,Sidney,31,Second,Passenger,British,,,Needham,Adult,Male
1199,TARRY,Mr.,Edward,27,Second,Passenger,British,,,Toronto,Adult,Male
1200,TAYLOR,Master,Stanley Robert,14,Second,Passenger,USA,,,Dorchester,Minor,Male
1201,TAYLOR,Mrs.,Stanley Robert (Annie Sarah Johnson),41,Second,Passenger,USA,,,Dorchester,Adult,Female
1202,THOMAS,Mr.,Ernest,33,Second,Passenger,British,,,Winnipeg,Adult,Male
1203,THOMAS,Mrs.,Ernest (Mary Hannah (Ann?)),,Second,Passenger,British,,,Winnipeg,Adult,Female
1204,THOMPSON,Mr.,Albert,37,Second,Passenger,British,,,Toronto,Adult,Male
1205,THOMPSON,Mr.,Robert Joseph,37,Second,Passenger,British,,,Holdridge,Adult,Male
1206,THOMPSON,Miss,Muriel,30,Second,Passenger,British,,,Miami,Adult,Female
1207,THURSTON,Mr.,John,,Second,Passenger,British,,,Bridgeport,Adult,Male
1208,TIERNEY,Mrs.,James (Mary),26,Second,Passenger,British,,,Vandegrift,Adult,Female
1209,TIERNEY,Miss,Nina,5,Second,Passenger,British,,,Vandegrift,Minor,Female
1210,TIJOU,Mr.,Walter Edgar,44,Second,Passenger,British,,,Toronto,Adult,Male
1211,TIJOU,Master,Howard Walter,10,Second,Passenger,British,,,Toronto,Minor,Male
1212,TODD,Mr.,David,28,Second,Passenger,British,,,Philadelphia,Adult,Male
1213,TREVERROW,Mrs.,Caroline (Caroline Richards),62,Second,Passenger,British,,,Butte,Adult,Female
1214,TULLOCH,Mr.,James,,Second,Passenger,British,,Married,Kendall,Adult,Male
1215,TULLOCH,Mrs.,James (Agnes Kerr),21,Second,Passenger,British,,Married,Kendall,Adult,Female
1216,TULLOCH,Miss,Hannah,11,Second,Passenger,British,,Single,Kendall,Infant,Female
1217,TURPIN,Mr.,Thomas Keith,30,Second,Passenger,British,,Married,Victoria,Adult,Male
1218,TURPIN,Mrs.,Thomas Keith (Maud Adelaide Otway Hatchell),,Second,Passenger,British,,Married,Victoria,Adult,Female
1219,TWIGG,Mr.,Frederick Alexander,,Second,Passenger,British,,,Winnipeg,Adult,Male
1220,TYERS,Mr.,Frederick Charles,,Second,Passenger,British,,,Nottingham,Adult,Male
1221,VANCE,Mr.,John,30,Second,Passenger,USA,,Single,New York,Adult,Male
1222,VARCOE,Mr.,John Francis (Lavinia Woodgate),70,Second,Passenger,British,,Married,Kansas City,Adult,Male
1223,VARLEY,Miss,Alice Mercy,50,Second,Passenger,British,,Single,East Northfield,Adult,Female
1224,VENN,Mr.,Harold Stanley,,Second,Passenger,British,,,San Francisco,Adult,Male
1225,VESCOVI,Dr.,Silvio B. de,28,Second,Passenger,Italian,,,New York,Adult,Male
1226,WALKER,Mr.,John,28,Second,Passenger,British,,Married,Toronto,Adult,Male
1227,WALKER,Mrs.,John (Gertrude Thursfield),26,Second,Passenger,British,,Married,Toronto,Adult,Female
1228,WALKER,Miss,Mary Jane,,Second,Passenger,British,,Single,San Francisco,Adult,Female
1229,WALLACE,Mr.,Cyril John George,20,Second,Passenger,British,,Single,Holyoke,Adult,Male
1230,WALLACE,Miss,Delia,,Second,Passenger,British,,Single,New York,Adult,Female
1231,WALLACE,Miss,Margaret,,Second,Passenger,British,,Single,New York,Adult,Female
1232,WALSH,Miss,Ellen,,Second,Passenger,British,,Single,New York,Adult,Female
1233,WARD,Mr.,James Langmuir,,Second,Passenger,British,,,Wilkie,Adult,Male
1234,WARD,Mr.,Michael,,Second,Passenger,USA,,,Pittsburgh,Adult,Male
1235,WARING,Mr.,Charles,,Second,Passenger,British,,,Winnipeg,Adult,Male
1236,WARNER,Mr.,Tertius Selwyn,21,Second,Passenger,British,,,London,Adult,Male
1237,WATERS,Miss,Katherine W.,25,Second,Passenger,British,,Single,Elcentra,Adult,Female
1238,WATERS,Miss,Margaret,29,Second,Passenger,British,,Single,Elcentra,Adult,Female
1239,WEBB,Miss,Minnie,34,Second,Passenger,British,,Single,New York,Adult,Female
1240,WEBSTER,Mr.,Frederick G.,28,Second,Passenger,British,,Married,Toronto,Adult,Male
1241,WEBSTER,Master,Frederick,11,Second,Passenger,British,,Single,Toronto,Infant,Male
1242,WEBSTER,Master,Henry,11,Second,Passenger,British,,Single,Toronto,Infant,Male
1243,WEBSTER,Master,William,3,Second,Passenger,British,,Single,Toronto,Minor,Male
1244,WEBSTER,Mrs.,Frederick G. (Margaret),24,Second,Passenger,British,,Married,Toronto,Adult,Female
1245,WEIR,Mr.,Cecil Hamilton,31,Second,Passenger,British,,,Victoria,Adult,Male
1246,WHALEY,Mr.,Robert William,33,Second,Passenger,British,,,Victoria,Adult,Male
1247,WHITCOMBE,Mr.,Hugh Martin Donald Gore,25,Second,Passenger,British,,,Havana,Adult,Male
1248,WHITEHEAD,Miss,Florence,41,Second,Passenger,British,,Single,Boston,Adult,Female
1249,WHYATT,Mrs.,Aaron Taylor (Martha Ann Bussey),60,Second,Passenger,British,,Widowed,New Bedford,Adult,Female
1250,WICKHAM,Mrs.,Nina,50,Second,Passenger,British,,Married,,Adult,Female
1251,WICKINGS-SMITH,Miss,Nancy Eileen Fenn,,Second,Passenger,British,,Single,Victoria,Infant,Female
1252,WICKINGS-SMITH,Mr.,Cyril,27,Second,Passenger,British,,Married,Victoria,Adult,Male
1253,WICKINGS-SMITH,Mr.,Basil Guilford (Cyril's brother),29,Second,Passenger,British,,Married,Victoria,Adult,Male
1254,WICKINGS-SMITH,Mrs.,Cyril (Phyllis Bailey Fenn),24,Second,Passenger,British,,Married,Victoria,Adult,Female
1255,WIGGINS,Mrs.,Arthur Vaughn (Sarah Helena Rogerson),49,Second,Passenger,British,,Married,Toronto,Adult,Female
1256,WILD,Miss,Agnes,21,Second,Passenger,British,,Single,Paterson,Adult,Female
1257,WILD,Miss,Evelyn Norbury,25,Second,Passenger,British,,Single,Paterson,Adult,Female
1258,WILLIAMS,Mr.,Thomas J.,32,Second,Passenger,British,,,,Adult,Male
1259,WILLIAMS,Mr.,Robert,,Second,Passenger,British,,,Calgary,Adult,Male
1260,WILLIAMS,Miss,Beatrice,24,Second,Passenger,British,,Single,Rock Island,Adult,Female
1261,WILLIAMS,Mrs.,Jane (Jane Jenkyn),55,Second,Passenger,British,,Married,Toronto,Adult,Female
1262,WILSON,Mr.,John,,Second,Passenger,British,,,Cambridge,Adult,Male
1263,WILSON,Mrs.,"Patrick (Minnie ""Inez"" Corbett)",46,Second,Passenger,British,,,Moose Jaw,Adult,Female
1264,WILSON,Miss,Sarah,,Second,Passenger,British,,Married,Brooklyn,Adult,Female
1265,WINTER,Miss,Thirza,31,Second,Passenger,British,,Single,New York,Adult,Female
1266,WISE,Sister,Isabel Eloise,59,Second,Passenger,British,,Single,,Adult,Female
1267,WOLFENDEN,Mrs.,John Charles (Dora Roden),49,Second,Passenger,USA,,Married,Central Falls,Adult,Female
1268,WOLFENDEN,Mr.,John Charles,51,Second,Passenger,USA,,Married,Central Falls,Adult,Male
1269,WOODCOCK,Miss,Sarah Emma,,Second,Passenger,British,,Single,Fall River,Adult,Female
1270,WOOLVEN,Mrs.,Edmond Victor (Helen Saunders),,Second,Passenger,British,,Married,Edmonton,Adult,Female
1271,WORDEN,Mrs.,Charles E. (Jane Goodchild),56,Second,Passenger,USA,,Married,Lowell,Adult,Female
1272,WORDSWORTH,Mr.,Osmund Bartle,27,Second,Passenger,British,,,Toronto,Adult,Male
1273,WORDSWORTH,Miss,Ruth Mary,37,Second,Passenger,British,,Single,Toronto,Adult,Female
1274,WRIGHT,Miss,Mary E.,,Second,Passenger,British,,Single,New York,Adult,Female
1275,WYLIE,Mrs.,Emma,,Second,Passenger,British,,Married,Jersey City,Adult,Female
1276,YARDLEY,Mr.,Lewis Frank,,Second,Passenger,British,,,Toronto,Adult,Male
1277,YEATMAN,Mr.,Charles Aylmer Luttrell,36,Second,Passenger,British,,Married,Montréal,Adult,Male
1278,YEATMAN,Mrs.,Charles Aylmer Luttrell (Cora Rose Gower),33,Second,Passenger,British,,Married,Montréal,Adult,Female
1279,UNKNOWN,Mr.,,,Stowaway,Stowaway,German,,,,Adult,Male
1280,UNKNOWN,Mr.,,,Stowaway,Stowaway,German,,,,Adult,Male
1281,UNKNOWN,Mr.,,,Stowaway,Stowaway,German,,,,Adult,Male
1282,AGNEW,Mr.,Thomas W.,27,Third,Passenger,British,,Married,Monessen,Adult,Male
1283,AGNEW,Mrs.,Thomas W. (?),27,Third,Passenger,British,,Married,Monessen,Adult,Female
1284,ALEXAN,Mr.,Babajan,30,Third,Passenger,Russian,,,New York,Adult,Male
1285,AMERAIOF,Mr.,Benjamin,37,Third,Passenger,Persian,,,Chicago,Adult,Male
1286,ANDERSDOTTER,Mrs.,Carolina B.,54,Third,Passenger,Swedish,,Married,Walden,Adult,Female
1287,ANDREATOS,Mr.,Marinos,39,Third,Passenger,Greek,,,New York,Adult,Male
1288,ANDRIJINE,Mr.,Anisyon,22,Third,Passenger,Russian,,,New York,Adult,Male
1289,ANTILA,Master,Jan,3,Third,Passenger,USA,,Single,Deported,Minor,Male
1290,ANTILA,Master,Carl,4,Third,Passenger,USA,,Single,Deported,Minor,Male
1291,ANTILA,Mrs.,Aino,25,Third,Passenger,Russian,,Married,Deported,Adult,Female
1292,APRIN,Mr.,Joseph,45,Third,Passenger,Russian,,,Gary,Adult,Male
1293,ASHMAN,Mr.,Henry Clifford,27,Third,Passenger,British,,,Butte,Adult,Male
1294,BABA,Mr.,Frank,30,Third,Passenger,Persian,,,Chicago,Adult,Male
1295,BABA,Mr.,John Jacob,33,Third,Passenger,Persian,,,Chicago,Adult,Male
1296,BABA,Mr.,George,39,Third,Passenger,Persian,,,Chicago,Adult,Male
1297,BABA,Mr.,Abraham,45,Third,Passenger,Persian,,,Chicago,Adult,Male
1298,BABEICZ,Mr.,Jakim,33,Third,Passenger,Russian,,,New York,Adult,Male
1299,BABICZUK,Mr.,Siemion,39,Third,Passenger,Russian,,,Windsor,Adult,Male
1300,BACKA,Mr.,Matthew,28,Third,Passenger,Russian,,,,Adult,Male
1301,BAILEY,Mr.,Frederick Richard,40,Third,Passenger,British,,,Orange,Adult,Male
1302,BALLANTYNE,Miss,Margaret,29,Third,Passenger,British,,Single,New York,Adult,Female
1303,BANNERJI,Mr.,Induprakash,30,Third,Passenger,British,,,Princeton,Adult,Male
1304,BARCLAY,Mr.,George,30,Third,Passenger,British,,,,Adult,Male
1305,BARROW,Mr.,Donald George M.,25,Third,Passenger,British,,Married,Maple Creek,Adult,Male
1306,BARROW,Mrs.,Donald George M. (May),20,Third,Passenger,British,,Married,Maple Creek,Adult,Female
1307,BARTLEY,Mr.,George Noble,38,Third,Passenger,British,,Married,Welland,Adult,Male
1308,BARTLEY,Master,Gordon,3,Third,Passenger,British,,Single,Welland,Infant,Male
1309,BARTLEY,Master,Arthur,4,Third,Passenger,British,,Single,Welland,Minor,Male
1310,BARTLEY,Mrs.,George Noble (Ellen),28,Third,Passenger,British,,Married,Welland,Adult,Female
1311,BEAUCHAMP,Mr.,William,36,Third,Passenger,British,,,Otsego,Adult,Male
1312,BENJAMIN,Miss,Queenie,30,Third,Passenger,British,,Single,Roland Park,Adult,Female
1313,BENNETT,Mr.,William,39,Third,Passenger,British,,,,Adult,Male
1314,BEVAN,Mr.,Jack,26,Third,Passenger,British,,,Bellaire,Adult,Male
1315,BIALANS,Mr.,Stefan,30,Third,Passenger,Russian,,,Waterbury,Adult,Male
1316,BISHOP,Mr.,William,44,Third,Passenger,British,,,Hamilton,Adult,Male
1317,BISHOP,Mr.,Joseph,50,Third,Passenger,British,,Married,Hamilton,Adult,Male
1318,BISHOP,Mrs.,Joseph (Alice),49,Third,Passenger,British,,Married,Hamilton,Adult,Female
1319,BLACKBURN,Mr.,George A.,42,Third,Passenger,British,,,,Adult,Male
1320,BLACKSHAW,Master,John J.,1,Third,Passenger,British,,Single,St  Thomas,Infant,Male
1321,BLACKSHAW,Mrs.,Alice,29,Third,Passenger,British,,Married,St  Thomas,Adult,Female
1322,BLANKMAN,Mr.,Judka,37,Third,Passenger,Russian,,,New York,Adult,Male
1323,BODELL,Mr.,Thomas,32,Third,Passenger,British,,Married,Toronto,Adult,Male
1324,BODELL,Master,"Thomas, Jr.",3,Third,Passenger,British,,Single,Toronto,Minor,Male
1325,BODELL,Mrs.,Thomas (Florence Saunders),36,Third,Passenger,British,,Married,Toronto,Adult,Female
1326,BORESKEVECS,Mr.,Folop,28,Third,Passenger,Russian,,,Palmerton,Adult,Male
1327,BOTTOMLEY,Mr.,Fred,26,Third,Passenger,British,,,New York  NY  USA,Adult,Male
1328,BOYLE,Mr.,James,28,Third,Passenger,British,,,Canada,Adult,Male
1329,BOYLE,Miss,Nicholas,24,Third,Passenger,British,,Single,Chicago,Adult,Female
1330,BOZENOF,Mr.,Dennis,34,Third,Passenger,Russian,,,Chicago,Adult,Male
1331,BOZENOF,Mr.,Philate,35,Third,Passenger,Russian,,,Chicago,Adult,Male
1332,BROWN,Mr.,William,31,Third,Passenger,British,,Single,    Toronto,Adult,Male
1333,BROWN,Miss,Evelyn,28,Third,Passenger,British,,Single,Philadelphia,Adult,Female
1334,BROWN,Miss,Constance,38,Third,Passenger,British,,Single,Philadelphia,Adult,Female
1335,BUDRIN,Mr.,Antoni,50,Third,Passenger,Russian,,,Greaville,Adult,Male
1336,BURKE,Mr.,Ernest James,48,Third,Passenger,British,,Married,Central Falls,Adult,Male
1337,BUTLER,Mr.,William M.,38,Third,Passenger,British,,,New York,Adult,Male
1338,BYRNE,Miss,Nellie M.,45,Third,Passenger,British,,,Boston,Adult,Female
1339,CANIGAN,Miss,Margaret,28,Third,Passenger,British,,Single,Boston,Adult,Female
1340,CARACITOS,Mr.,George,38,Third,Passenger,Greek,,,New York,Adult,Male
1341,CARLSON,Mr.,C. J.,57,Third,Passenger,Swedish,,,Chicago,Adult,Male
1342,CATTEW,Miss,Emily,37,Third,Passenger,British,,Single,New York,Adult,Female
1343,CHARKOWSKI,Mr.,Porflri,41,Third,Passenger,Russian,,,East St  Louis,Adult,Male
1344,CHWYSINK,Mr.,Pawel,21,Third,Passenger,Russian,,,Chicago,Adult,Male
1345,CLIFT,Mr.,Horance,23,Third,Passenger,British,,,Chicago,Adult,Male
1346,CONNOLLY,Mr.,Michael,39,Third,Passenger,British,,Single,New York,Adult,Male
1347,COOK,Mr.,William George,38,Third,Passenger,British,,,Toronto,Adult,Male
1348,COOPER,Master,Joseph E.,3,Third,Passenger,USA,,Single,New Bedford,Infant,Male
1349,COOPER,Mrs.,Nellie Elizabeth,33,Third,Passenger,British,,Married,New Bedford,Adult,Female
1350,COUGHLAN,Mr.,John J.,40,Third,Passenger,British,,Married,Butte,Adult,Male
1351,COUGHLAN,Master,Jeremiah Bernard,11,Third,Passenger,USA,,Single,Butte,Infant,Male
1352,COUGHLAN,Master,"John, Jr.",3,Third,Passenger,USA,,Single,Butte,Minor,Male
1353,COUGHLAN,Mrs.,John (Katherine O'Neil),40,Third,Passenger,British,,Married,Butte,Adult,Female
1354,COUGHLAN,Miss,Margaret,2,Third,Passenger,USA,,Single,Butte,Minor,Female
1355,COXON,Mr.,Geoffrey Thomley,18,Third,Passenger,British,,,New York,Adult,Male
1356,CROSBIE,Miss,Agnes,24,Third,Passenger,British,,Single,Wilmette,Adult,Female
1357,CROSS,Mr.,Charles Ivor,21,Third,Passenger,British,,,Camden,Adult,Male
1358,CRURCHLEY,Mr.,William Henry,47,Third,Passenger,British,,,East Liverpool,Adult,Male
1359,CUNNIFFE,Miss,Hannah,30,Third,Passenger,British,,Single,Brooklyn,Adult,Female
1360,CURLEY,Miss,Alice,22,Third,Passenger,British,,Single,New York,Adult,Female
1361,CZERTOWICZ,Mr.,Marcin,48,Third,Passenger,Russian,,,Philadelphia,Adult,Male
1362,DAWSON,Mr.,Walter,23,Third,Passenger,British,,,Lowell,Adult,Male
1363,DELANEY,Miss,Mary,34,Third,Passenger,British,,Single,New York,Adult,Female
1364,DHENIN,Mr.,Thomas,31,Third,Passenger,British,,Married,New York,Adult,Male
1365,DHENIN,Master,"Thomas, Jr.",10,Third,Passenger,British,,Single,New York,Minor,Male
1366,DHENIN,Mrs.,Thomas (Evelyn Thomson),33,Third,Passenger,British,,Married,New York,Adult,Female
1367,DHENIN,Miss,Isabella,2,Third,Passenger,British,,Single,New York,Minor,Female
1368,DIAMANDIS,Mr.,Theodore,41,Third,Passenger,Greek,,,New York,Adult,Male
1369,DICK,Miss,Annie,24,Third,Passenger,British,,Single,New York,Adult,Female
1370,DIECKEY,Mr.,Ewstafey,24,Third,Passenger,Russian,,,New York,Adult,Male
1371,DIXON,Mr.,Alfred,29,Third,Passenger,British,,,El Paso,Adult,Male
1372,DOWSLEY,Dr.,David H.,54,Third,Passenger,British,,,New York,Adult,Male
1373,DOYLE,Mr.,Michael,31,Third,Passenger,British,,,Great Barrington,Adult,Male
1374,DOYLE,Miss,Anna,24,Third,Passenger,British,,Single,New York,Adult,Female
1375,DRISCOLL,Mr.,Timothy J.,45,Third,Passenger,British,,Separated,Boston,Adult,Male
1376,DUCKWORTH,Mrs.,Alfred (Elizabeth Ann Smith),52,Third,Passenger,British,,Widowed,Taftville,Adult,Female
1377,DUNCAN,Mrs.,Kate Cassie,43,Third,Passenger,British,,Married,New York,Adult,Female
1378,DUNN,Mr.,Thomas W.,34,Third,Passenger,British,,,,Adult,Male
1379,DUPLEX,Miss,Kate M.,34,Third,Passenger,British,,Single,New York,Adult,Female
1380,EDWARDS,Mr.,Isaac,28,Third,Passenger,British,,,Greensburg,Adult,Male
1381,ESHOO,Mr.,Benjamin,35,Third,Passenger,British,,,Yonkers,Adult,Male
1382,FARROW,Mr.,Robert,32,Third,Passenger,British,,,,Adult,Male
1383,FAULDS,Mr.,Andrew,28,Third,Passenger,British,,Married,Yonkers,Adult,Male
1384,FAULDS,Mrs.,Andrew (Margaret Allen),27,Third,Passenger,British,,Married,Yonkers,Adult,Female
1385,FEELEY,Mr.,Joseph,29,Third,Passenger,British,,,New York,Adult,Male
1386,FEELEY,Mrs.,Teresa (Teresa Clery),34,Third,Passenger,British,,Married,New York,Adult,Female
1387,FERGUSON,Master,Edward,15,Third,Passenger,USA,,Single,Newark,Infant,Male
1388,FERGUSON,Mrs.,Samuel James (Mary Agnes),23,Third,Passenger,USA,,Married,Newark,Adult,Female
1389,FERRICK,Mr.,John,26,Third,Passenger,British,,Married,New York,Adult,Male
1390,FERRICK,Miss,Margaret,22,Third,Passenger,British,,Married,New York,Adult,Female
1391,FLAHERTY,Mr.,Thomas,29,Third,Passenger,British,,,Brooklyn,Adult,Male
1392,FLYNN,Mr.,John,37,Third,Passenger,British,,,New York,Adult,Male
1393,FRANKUM,Mr.,Joseph,36,Third,Passenger,British,,Married,Detroit,Adult,Male
1394,FRANKUM,Master,Frederick George,4,Third,Passenger,British,,Single,Detroit,Minor,Male
1395,FRANKUM,Master,Francis,7,Third,Passenger,British,,Single,Detroit,Minor,Male
1396,FRANKUM,Mrs.,Joseph (Annie Mariah B.),36,Third,Passenger,British,,Married,Detroit,Adult,Female
1397,FRANKUM,Miss,Winifred Annie,10,Third,Passenger,British,,Single,Detroit,Infant,Female
1398,GALVIN,Mr.,Michael,30,Third,Passenger,British,,,New York,Adult,Male
1399,GATELY,Mr.,John,27,Third,Passenger,British,,,New York,Adult,Male
1400,GIBBONS,Mr.,Michael,36,Third,Passenger,USA,,Single,Chicago,Adult,Male
1401,GILILEN,Mr.,Ellie,36,Third,Passenger,Persian,,,Yonkers,Adult,Male
1402,GLEASON,Miss,Katherine,23,Third,Passenger,British,,Single,Chicago,Adult,Female
1403,GOODALL,Mr.,William,30,Third,Passenger,British,,Married,Kearney,Adult,Male
1404,GOODALL,Master,Jack,10,Third,Passenger,USA,,Single,Kearney,Infant,Male
1405,GOODALL,Master,Leonard,7,Third,Passenger,British,,Single,Kearney,Minor,Male
